Date,Open,High,Low,Close,Volume,Dividends,Stock_Splits
2014-07-07 00:00:00-04:00,25.790847778320312,25.790847778320312,23.870136260986328,24.02248764038086,2225834,0.0,0.0
2014-07-14 00:00:00-04:00,24.087779998779297,26.49275016784668,23.94087028503418,24.757036209106445,11617304,0.0,0.0
2014-07-21 00:00:00-04:00,24.637332916259766,26.519954681396484,24.610126495361328,25.295705795288086,17144306,0.0,0.0
2014-07-28 00:00:00-04:00,25.545997619628906,26.122753143310547,24.484981536865234,25.322912216186523,15554372,0.0,0.0
2014-08-04 00:00:00-04:00,25.25217628479004,25.51879119873047,24.93115234375,25.322912216186523,7618119,0.0,0.0
2014-08-11 00:00:00-04:00,25.159679412841797,26.993331909179688,25.02909278869629,26.601572036743164,6134782,0.0,0.0
2014-08-18 00:00:00-04:00,26.715835571289062,27.23818016052246,26.302310943603516,26.476425170898438,4650708,0.0,0.0
2014-08-25 00:00:00-04:00,26.688629150390625,26.688629150390625,26.117313385009766,26.373044967651367,9042830,0.0,0.0
2014-09-01 00:00:00-04:00,26.11187171936035,26.743040084838867,26.052019119262695,26.498191833496094,4671844,0.0,0.0
2014-09-08 00:00:00-04:00,26.362163543701172,26.840980529785156,26.177165985107422,26.547161102294922,4512685,0.0,0.0
2014-09-15 00:00:00-04:00,26.634218215942383,26.94980239868164,26.318634033203125,26.688629150390625,8609278,0.0,0.0
2014-09-22 00:00:00-04:00,26.503631591796875,26.792011260986328,25.094385147094727,25.769081115722656,8284712,0.0,0.0
2014-09-29 00:00:00-04:00,25.616731643676758,25.93775749206543,24.457775115966797,25.350116729736328,7066576,0.0,0.0
2014-10-06 00:00:00-04:00,25.360998153686523,25.616731643676758,23.63616943359375,23.690580368041992,4735801,0.0,0.0
2014-10-13 00:00:00-04:00,23.28793716430664,23.701461791992188,21.873249053955078,23.57087516784668,6499413,0.0,0.0
2014-10-20 00:00:00-04:00,23.576316833496094,25.497026443481445,23.342348098754883,24.93659210205078,3973455,0.0,0.0
2014-10-27 00:00:00-04:00,24.89850425720215,26.345840454101562,24.83321189880371,26.079225540161133,4983544,0.0,0.0
2014-11-03 00:00:00-05:00,26.095548629760742,26.836322784423828,25.187847137451172,25.68454933166504,6374922,0.0,1.323
2014-11-10 00:00:00-05:00,25.80692481994629,25.878910064697266,24.72713851928711,25.223840713500977,4006621,0.0,0.0
2014-11-17 00:00:00-05:00,25.25983238220215,26.375614166259766,25.072669982910156,25.53337860107422,4531030,0.0,0.0
2014-11-24 00:00:00-05:00,25.468591690063477,26.418804168701172,25.36781120300293,26.296428680419922,3197573,0.0,0.0
2014-12-01 00:00:00-05:00,26.325223922729492,26.325223922729492,25.10866355895996,25.252634048461914,4539782,0.0,0.0
2014-12-08 00:00:00-05:00,25.115861892700195,25.115861892700195,24.223236083984375,24.647953033447266,4987092,0.0,0.0
2014-12-15 00:00:00-05:00,24.856712341308594,24.878307342529297,23.80571937561035,24.467988967895508,7137376,0.0,0.0
2014-12-22 00:00:00-05:00,24.431995391845703,24.719938278198242,24.223236083984375,24.590364456176758,3395389,0.0,0.0
2014-12-29 00:00:00-05:00,24.48958396911621,25.605365753173828,24.48958396911621,24.935897827148438,2516190,0.0,0.0
2015-01-05 00:00:00-05:00,24.770328521728516,25.43979835510254,23.798519134521484,25.187847137451172,8201057,0.0,0.0
2015-01-12 00:00:00-05:00,25.195045471191406,26.080472946166992,24.503982543945312,24.979087829589844,8019494,0.0,0.0
2015-01-19 00:00:00-05:00,25.007883071899414,25.497386932373047,24.734336853027344,24.842315673828125,4214023,0.0,0.0
2015-01-26 00:00:00-05:00,24.82071876525879,25.913463592529297,24.374406814575195,24.561569213867188,3773104,0.0,0.0
2015-02-02 00:00:00-05:00,24.525577545166016,26.577173233032227,24.403200149536133,26.325223922729492,4874431,0.0,0.0
2015-02-09 00:00:00-05:00,26.224443435668945,27.678556442260742,26.10926628112793,27.405010223388672,4559229,0.0,0.0
2015-02-16 00:00:00-05:00,27.167457580566406,28.00249481201172,27.145862579345703,27.707351684570312,5187409,0.0,0.0
2015-02-23 00:00:00-05:00,27.635366439819336,28.34082794189453,27.20345115661621,27.786535263061523,5217276,0.0,0.0
2015-03-02 00:00:00-05:00,27.8729190826416,28.938310623168945,27.62816619873047,28.18965721130371,5961588,0.0,0.0
2015-03-09 00:00:00-04:00,28.168060302734375,28.47760009765625,27.658401489257812,27.90171241760254,4355995,0.0,0.0
2015-03-16 00:00:00-04:00,27.937705993652344,28.84832763671875,27.822528839111328,28.77994155883789,3297037,0.0,0.0
2015-03-23 00:00:00-04:00,28.729551315307617,28.772741317749023,26.771535873413086,27.145862579345703,4372388,0.0,0.0
2015-03-30 00:00:00-04:00,27.275436401367188,28.268840789794922,27.246641159057617,28.146465301513672,3862426,0.0,0.0
2015-04-06 00:00:00-04:00,27.91611099243164,28.54598617553711,27.91611099243164,28.1176700592041,3153537,0.0,0.0
2015-04-13 00:00:00-04:00,28.08167839050293,28.456003189086914,27.06667709350586,27.282634735107422,2127641,0.0,0.0
2015-04-20 00:00:00-04:00,27.32582664489746,28.03848648071289,27.311429977416992,28.024089813232422,2462706,0.0,0.0
2015-04-27 00:00:00-04:00,28.088876724243164,28.088876724243164,27.167457580566406,27.556180953979492,2839447,0.0,0.0
2015-05-04 00:00:00-04:00,27.584976196289062,27.91611099243164,26.800329208374023,26.908309936523438,2546194,0.0,0.0
2015-05-11 00:00:00-04:00,26.82192611694336,27.32582664489746,26.318025588989258,27.124265670776367,3145063,0.0,0.0
2015-05-18 00:00:00-04:00,27.1098690032959,27.484195709228516,26.893911361694336,27.38341522216797,3354272,0.0,0.0
2015-05-25 00:00:00-04:00,27.26103973388672,27.68575668334961,26.829124450683594,27.32582664489746,3746570,0.0,0.0
2015-06-01 00:00:00-04:00,27.426607131958008,27.880117416381836,26.98821258544922,27.772138595581055,3815194,0.0,0.0
2015-06-08 00:00:00-04:00,27.851322174072266,28.045684814453125,26.994691848754883,27.39781379699707,4094833,0.0,0.0
2015-06-15 00:00:00-04:00,27.210649490356445,27.527387619018555,26.749940872192383,27.390613555908203,3957444,0.0,0.0
2015-06-22 00:00:00-04:00,27.527387619018555,27.620969772338867,26.375614166259766,26.375614166259766,3999121,0.0,0.0
2015-06-29 00:00:00-04:00,26.267635345458984,26.46199607849121,25.727741241455078,25.98689079284668,5641386,0.0,0.0
