Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2013-01-07 00:00:00-05:00,18.409408569335938,20.516464233398438,18.409408569335938,20.018863677978516,87426788,0.0,0.0
2013-01-14 00:00:00-05:00,19.77826690673828,20.64223289489746,19.623334884643555,20.150100708007812,29191639,0.0,0.0
2013-01-21 00:00:00-05:00,20.09541893005371,20.43626594543457,19.73087501525879,20.186553955078125,16784314,0.0,0.0
2013-01-28 00:00:00-05:00,20.208425521850586,20.6987361907959,19.962360382080078,20.50006103515625,20408583,0.0,0.0
2013-02-04 00:00:00-05:00,20.255817413330078,20.65863609313965,19.99881362915039,20.058963775634766,14714325,0.0,0.0
2013-02-11 00:00:00-05:00,20.051673889160156,20.505529403686523,20.006105422973633,20.246702194213867,9664710,0.0,0.0
2013-02-18 00:00:00-05:00,20.39434242248535,20.39434242248535,19.368154525756836,19.528554916381836,8224002,0.0,0.0
2013-02-25 00:00:00-05:00,19.275196075439453,20.046205520629883,19.140316009521484,19.694421768188477,18074699,0.0,0.0
2013-03-04 00:00:00-05:00,19.760038375854492,20.377939224243164,19.626981735229492,20.093595504760742,10539780,0.0,0.0
2013-03-11 00:00:00-04:00,19.993345260620117,20.34877586364746,19.791025161743164,20.117290496826172,10865667,0.0,0.0
2013-03-18 00:00:00-04:00,20.04802894592285,20.503705978393555,19.76915168762207,20.057140350341797,14728041,0.0,0.0
2013-03-25 00:00:00-04:00,20.08812713623047,20.408924102783203,19.885805130004883,20.346952438354492,7068581,0.0,0.0
2013-04-01 00:00:00-04:00,20.004281997680664,20.430797576904297,19.55589485168457,19.869401931762695,7759858,0.0,0.0
2013-04-08 00:00:00-04:00,19.812896728515625,20.826326370239258,19.51579475402832,20.423507690429688,12480293,0.0,0.0
2013-04-15 00:00:00-04:00,20.408924102783203,20.720609664916992,19.606931686401367,19.822011947631836,10347757,0.0,0.0
2013-04-22 00:00:00-04:00,19.72358512878418,20.42168426513672,19.70535659790039,20.368825912475586,5908223,0.0,0.0
2013-04-29 00:00:00-04:00,20.39616584777832,21.87074089050293,20.10088539123535,21.57728385925293,10636339,0.0,0.0
2013-05-06 00:00:00-04:00,21.646547317504883,22.43213653564453,21.548120498657227,22.320951461791992,12790818,0.0,0.0
2013-05-13 00:00:00-04:00,22.29178810119629,23.722618103027344,22.20429801940918,23.00264549255371,15347995,0.0,0.0
2013-05-20 00:00:00-04:00,23.148462295532227,23.184917449951172,22.20247459411621,22.884170532226562,17087709,0.0,0.0
2013-05-27 00:00:00-04:00,23.119300842285156,23.283344268798828,22.28267478942871,22.758403778076172,27842004,0.0,0.0
2013-06-03 00:00:00-04:00,22.807615280151367,23.44921112060547,21.898082733154297,23.27240753173828,43254188,0.0,0.0
2013-06-10 00:00:00-04:00,23.389062881469727,23.389062881469727,21.8470458984375,22.783920288085938,17551851,0.0,0.0
2013-06-17 00:00:00-04:00,22.871410369873047,23.86114501953125,22.304546356201172,22.47223663330078,21877269,0.0,0.0
2013-06-24 00:00:00-04:00,22.401151657104492,23.549461364746094,21.943649291992188,23.104717254638672,23073838,0.0,0.0
2013-07-01 00:00:00-04:00,23.212257385253906,23.811931610107422,23.033632278442383,23.61507797241211,11023125,0.0,0.0
2013-07-08 00:00:00-04:00,23.84473991394043,25.698440551757812,23.711681365966797,25.14615821838379,23462270,0.0,0.0
2013-07-15 00:00:00-04:00,25.126108169555664,26.02288246154785,24.894622802734375,25.634645462036133,20901801,0.0,0.0
2013-07-22 00:00:00-04:00,26.075742721557617,26.34003448486328,25.412273406982422,26.330921173095703,17727963,0.0,0.0
2013-07-29 00:00:00-04:00,26.259836196899414,27.003503799438477,25.875242233276367,26.946998596191406,18684778,0.0,0.0
2013-08-05 00:00:00-04:00,27.008970260620117,27.162078857421875,25.59636878967285,26.228849411010742,12693710,0.0,0.0
2013-08-12 00:00:00-04:00,26.13589096069336,26.46944808959961,25.253698348999023,25.621885299682617,11950863,0.0,0.0
2013-08-19 00:00:00-04:00,25.609127044677734,25.909875869750977,25.044086456298828,25.31202507019043,10968261,0.0,0.0
2013-08-26 00:00:00-04:00,25.341188430786133,25.838788986206055,24.7560977935791,24.87639617919922,9203311,0.0,0.0
2013-09-02 00:00:00-04:00,25.220888137817383,26.412944793701172,25.155271530151367,26.22338104248047,14126190,0.0,0.0
2013-09-09 00:00:00-04:00,26.371021270751953,26.79389190673828,26.02470588684082,26.458511352539062,11769813,0.0,0.0
2013-09-16 00:00:00-04:00,26.919658660888672,27.486522674560547,26.338211059570312,27.03084373474121,18386322,0.0,0.0
2013-09-23 00:00:00-04:00,26.959758758544922,27.233165740966797,26.106727600097656,27.162078857421875,14481704,0.0,0.0
2013-09-30 00:00:00-04:00,26.731918334960938,27.320655822753906,26.509546279907227,26.830345153808594,11257939,0.0,0.0
2013-10-07 00:00:00-04:00,26.582456588745117,27.98047637939453,26.066627502441406,27.200355529785156,29056676,0.0,0.0
2013-10-14 00:00:00-04:00,27.18030548095703,28.53093719482422,26.782955169677734,28.244770050048828,21974379,0.0,0.0
2013-10-21 00:00:00-04:00,28.244770050048828,29.041297912597656,27.20582389831543,27.592239379882812,21004945,0.0,0.0
2013-10-28 00:00:00-04:00,27.568544387817383,28.642122268676758,27.2368106842041,28.538227081298828,19338200,0.0,0.0
2013-11-04 00:00:00-05:00,28.50359535217285,28.50359535217285,26.764726638793945,27.238632202148438,14696220,0.0,0.0
2013-11-11 00:00:00-05:00,27.287845611572266,27.543025970458984,26.68999671936035,27.45918083190918,20401450,0.0,0.0
